feature,missing_count,missing_rate,non_null_unique,is_constant_or_empty
feature_554,260,0.16592214422463306,1000,False
feature_555,260,0.16592214422463306,1085,False
feature_556,260,0.16592214422463306,1070,False
feature_557,260,0.16592214422463306,1062,False
feature_089,51,0.03254626675175495,650,False
feature_090,51,0.03254626675175495,1513,False
feature_224,51,0.03254626675175495,720,False
feature_225,51,0.03254626675175495,1472,False
feature_362,51,0.03254626675175495,389,False
feature_363,51,0.03254626675175495,1516,False
feature_496,51,0.03254626675175495,1510,False
feature_497,51,0.03254626675175495,1509,False
feature_040,24,0.015315890236119975,291,False
feature_041,24,0.015315890236119975,315,False
feature_075,24,0.015315890236119975,675,False
feature_076,24,0.015315890236119975,891,False
feature_077,24,0.015315890236119975,842,False
feature_078,24,0.015315890236119975,995,False
feature_079,24,0.015315890236119975,691,False
feature_080,24,0.015315890236119975,922,False
feature_081,24,0.015315890236119975,580,False
feature_082,24,0.015315890236119975,888,False
feature_118,24,0.015315890236119975,328,False
feature_178,24,0.015315890236119975,1,True
feature_210,24,0.015315890236119975,798,False
feature_211,24,0.015315890236119975,653,False
feature_212,24,0.015315890236119975,681,False
feature_213,24,0.015315890236119975,810,False
feature_214,24,0.015315890236119975,803,False
feature_215,24,0.015315890236119975,823,False
feature_216,24,0.015315890236119975,728,False
feature_217,24,0.015315890236119975,836,False
feature_253,24,0.015315890236119975,442,False
feature_313,24,0.015315890236119975,1,True
feature_314,24,0.015315890236119975,1,True
feature_348,24,0.015315890236119975,357,False
feature_349,24,0.015315890236119975,373,False
feature_350,24,0.015315890236119975,435,False
feature_351,24,0.015315890236119975,499,False
feature_352,24,0.015315890236119975,354,False
feature_353,24,0.015315890236119975,563,False
feature_354,24,0.015315890236119975,486,False
feature_355,24,0.015315890236119975,572,False
feature_391,24,0.015315890236119975,183,False
feature_449,24,0.015315890236119975,1,True
feature_450,24,0.015315890236119975,1,True
feature_482,24,0.015315890236119975,1062,False
feature_483,24,0.015315890236119975,1402,False
feature_484,24,0.015315890236119975,1324,False
feature_485,24,0.015315890236119975,1358,False
feature_486,24,0.015315890236119975,1039,False
feature_487,24,0.015315890236119975,1199,False
feature_488,24,0.015315890236119975,1314,False
feature_489,24,0.015315890236119975,1344,False
feature_525,24,0.015315890236119975,1526,False
feature_002,14,0.008934269304403318,507,False
feature_003,14,0.008934269304403318,518,False
feature_004,14,0.008934269304403318,503,False
feature_005,14,0.008934269304403318,1,True
feature_006,14,0.008934269304403318,510,False
feature_138,14,0.008934269304403318,348,False
feature_139,14,0.008934269304403318,518,False
feature_140,14,0.008934269304403318,498,False
feature_141,14,0.008934269304403318,1,True
feature_142,14,0.008934269304403318,374,False
feature_273,14,0.008934269304403318,518,False
feature_274,14,0.008934269304403318,518,False
feature_275,14,0.008934269304403318,458,False
feature_276,14,0.008934269304403318,1,True
feature_277,14,0.008934269304403318,512,False
feature_411,14,0.008934269304403318,509,False
feature_412,14,0.008934269304403318,518,False
feature_413,14,0.008934269304403318,518,False
feature_414,14,0.008934269304403318,1,True
feature_415,14,0.008934269304403318,513,False
feature_084,12,0.007657945118059987,180,False
feature_219,12,0.007657945118059987,64,False
feature_357,12,0.007657945118059987,28,False
feature_491,12,0.007657945118059987,472,False
feature_019,10,0.006381620931716656,361,False
feature_155,10,0.006381620931716656,65,False
feature_290,10,0.006381620931716656,324,False
feature_428,10,0.006381620931716656,404,False
feature_007,9,0.00574345883854499,89,False
feature_121,9,0.00574345883854499,54,False
feature_122,9,0.00574345883854499,309,False
feature_123,9,0.00574345883854499,50,False
feature_124,9,0.00574345883854499,59,False
feature_125,9,0.00574345883854499,155,False
feature_126,9,0.00574345883854499,273,False
feature_127,9,0.00574345883854499,324,False
feature_128,9,0.00574345883854499,268,False
feature_129,9,0.00574345883854499,93,False
feature_130,9,0.00574345883854499,310,False
feature_131,9,0.00574345883854499,68,False
feature_143,9,0.00574345883854499,63,False
feature_256,9,0.00574345883854499,1,True
feature_257,9,0.00574345883854499,1,True
feature_258,9,0.00574345883854499,1,True
feature_259,9,0.00574345883854499,1,True
feature_260,9,0.00574345883854499,1,True
feature_261,9,0.00574345883854499,1,True
feature_262,9,0.00574345883854499,1,True
feature_263,9,0.00574345883854499,1,True
feature_264,9,0.00574345883854499,1,True
feature_265,9,0.00574345883854499,1,True
feature_266,9,0.00574345883854499,1,True
feature_278,9,0.00574345883854499,22,False
feature_394,9,0.00574345883854499,1,True
feature_395,9,0.00574345883854499,1,True
feature_396,9,0.00574345883854499,1,True
feature_397,9,0.00574345883854499,1,True
feature_398,9,0.00574345883854499,1,True
feature_399,9,0.00574345883854499,1,True
feature_400,9,0.00574345883854499,1,True
feature_401,9,0.00574345883854499,1,True
feature_402,9,0.00574345883854499,1,True
feature_403,9,0.00574345883854499,1,True
feature_404,9,0.00574345883854499,1,True
feature_416,9,0.00574345883854499,510,False
feature_528,9,0.00574345883854499,1,True
feature_529,9,0.00574345883854499,1,True
feature_530,9,0.00574345883854499,1,True
feature_531,9,0.00574345883854499,1,True
feature_532,9,0.00574345883854499,1,True
feature_533,9,0.00574345883854499,1,True
feature_534,9,0.00574345883854499,1,True
feature_535,9,0.00574345883854499,1,True
feature_536,9,0.00574345883854499,1,True
feature_537,9,0.00574345883854499,1,True
feature_538,9,0.00574345883854499,1,True
feature_132,8,0.005105296745373325,306,False
feature_133,8,0.005105296745373325,336,False
feature_134,8,0.005105296745373325,335,False
feature_267,8,0.005105296745373325,291,False
feature_268,8,0.005105296745373325,333,False
feature_269,8,0.005105296745373325,330,False
feature_405,8,0.005105296745373325,228,False
feature_406,8,0.005105296745373325,335,False
feature_407,8,0.005105296745373325,331,False
feature_539,8,0.005105296745373325,333,False
feature_540,8,0.005105296745373325,336,False
feature_541,8,0.005105296745373325,336,False
feature_001,7,0.004467134652201659,1504,False
feature_059,7,0.004467134652201659,1500,False
feature_063,7,0.004467134652201659,1534,False
feature_064,7,0.004467134652201659,1496,False
feature_065,7,0.004467134652201659,1550,False
feature_137,7,0.004467134652201659,1059,False
feature_196,7,0.004467134652201659,867,False
feature_200,7,0.004467134652201659,1008,False
feature_201,7,0.004467134652201659,861,False
feature_202,7,0.004467134652201659,1470,False
feature_272,7,0.004467134652201659,1557,False
feature_332,7,0.004467134652201659,1517,False
feature_336,7,0.004467134652201659,1532,False
feature_337,7,0.004467134652201659,1517,False
feature_338,7,0.004467134652201659,1520,False
feature_410,7,0.004467134652201659,1545,False
feature_468,7,0.004467134652201659,1317,False
feature_472,7,0.004467134652201659,1560,False
feature_473,7,0.004467134652201659,1558,False
feature_474,7,0.004467134652201659,1559,False
feature_000,6,0.0038289725590299937,1520,False
feature_060,6,0.0038289725590299937,1498,False
feature_061,6,0.0038289725590299937,1418,False
feature_062,6,0.0038289725590299937,1518,False
feature_066,6,0.0038289725590299937,1559,False
feature_067,6,0.0038289725590299937,1306,False
feature_068,6,0.0038289725590299937,1479,False
feature_069,6,0.0038289725590299937,1,True
feature_070,6,0.0038289725590299937,1533,False
feature_071,6,0.0038289725590299937,1557,False
feature_074,6,0.0038289725590299937,2,False
feature_091,6,0.0038289725590299937,1191,False
feature_094,6,0.0038289725590299937,22,False
feature_095,6,0.0038289725590299937,14,False
feature_096,6,0.0038289725590299937,1333,False
feature_097,6,0.0038289725590299937,1,True
feature_098,6,0.0038289725590299937,1420,False
feature_099,6,0.0038289725590299937,272,False
feature_100,6,0.0038289725590299937,35,False
feature_101,6,0.0038289725590299937,29,False
feature_102,6,0.0038289725590299937,1066,False
feature_105,6,0.0038289725590299937,177,False
feature_106,6,0.0038289725590299937,180,False
feature_107,6,0.0038289725590299937,1159,False
feature_108,6,0.0038289725590299937,1183,False
feature_136,6,0.0038289725590299937,1089,False
feature_197,6,0.0038289725590299937,898,False
feature_198,6,0.0038289725590299937,773,False
feature_199,6,0.0038289725590299937,920,False
feature_203,6,0.0038289725590299937,1501,False
feature_204,6,0.0038289725590299937,1210,False
feature_205,6,0.0038289725590299937,841,False
feature_206,6,0.0038289725590299937,2,False
feature_207,6,0.0038289725590299937,1046,False
feature_208,6,0.0038289725590299937,1549,False
feature_209,6,0.0038289725590299937,2,False
feature_226,6,0.0038289725590299937,1,True
feature_229,6,0.0038289725590299937,1,True
feature_230,6,0.0038289725590299937,1,True
feature_231,6,0.0038289725590299937,1,True
feature_232,6,0.0038289725590299937,1,True
feature_233,6,0.0038289725590299937,1,True
feature_234,6,0.0038289725590299937,1,True
feature_235,6,0.0038289725590299937,1,True
feature_236,6,0.0038289725590299937,1,True
feature_237,6,0.0038289725590299937,1,True
feature_240,6,0.0038289725590299937,1,True
feature_241,6,0.0038289725590299937,1,True
feature_242,6,0.0038289725590299937,1,True
feature_243,6,0.0038289725590299937,1,True
feature_271,6,0.0038289725590299937,1559,False
feature_333,6,0.0038289725590299937,1527,False
feature_334,6,0.0038289725590299937,1145,False
feature_335,6,0.0038289725590299937,1526,False
feature_339,6,0.0038289725590299937,1543,False
feature_340,6,0.0038289725590299937,761,False
feature_341,6,0.0038289725590299937,1517,False
feature_342,6,0.0038289725590299937,2,False
feature_343,6,0.0038289725590299937,1541,False
feature_344,6,0.0038289725590299937,1551,False
feature_347,6,0.0038289725590299937,2,False
feature_364,6,0.0038289725590299937,1,True
feature_367,6,0.0038289725590299937,113,False
feature_368,6,0.0038289725590299937,97,False
feature_369,6,0.0038289725590299937,1,True
feature_370,6,0.0038289725590299937,1,True
feature_371,6,0.0038289725590299937,1,True
feature_372,6,0.0038289725590299937,1,True
feature_373,6,0.0038289725590299937,1,True
feature_374,6,0.0038289725590299937,1,True
feature_375,6,0.0038289725590299937,1,True
feature_378,6,0.0038289725590299937,1,True
feature_379,6,0.0038289725590299937,1,True
feature_380,6,0.0038289725590299937,1,True
feature_381,6,0.0038289725590299937,1,True
feature_409,6,0.0038289725590299937,1548,False
feature_469,6,0.0038289725590299937,1514,False
feature_470,6,0.0038289725590299937,1547,False
feature_471,6,0.0038289725590299937,1552,False
feature_475,6,0.0038289725590299937,1526,False
feature_476,6,0.0038289725590299937,1559,False
feature_477,6,0.0038289725590299937,1537,False
feature_478,6,0.0038289725590299937,2,False
feature_479,6,0.0038289725590299937,1507,False
feature_480,6,0.0038289725590299937,1560,False
feature_481,6,0.0038289725590299937,1,True
feature_498,6,0.0038289725590299937,1,True
feature_501,6,0.0038289725590299937,1,True
feature_502,6,0.0038289725590299937,1,True
feature_503,6,0.0038289725590299937,1,True
feature_504,6,0.0038289725590299937,1,True
feature_505,6,0.0038289725590299937,1,True
feature_506,6,0.0038289725590299937,1,True
feature_507,6,0.0038289725590299937,1,True
feature_508,6,0.0038289725590299937,1,True
feature_509,6,0.0038289725590299937,1,True
feature_512,6,0.0038289725590299937,1,True
feature_513,6,0.0038289725590299937,1,True
feature_514,6,0.0038289725590299937,1,True
feature_515,6,0.0038289725590299937,1,True
feature_135,5,0.003190810465858328,134,False
feature_270,5,0.003190810465858328,599,False
feature_408,5,0.003190810465858328,593,False
feature_053,4,0.0025526483726866626,153,False
feature_054,4,0.0025526483726866626,169,False
feature_055,4,0.0025526483726866626,107,False
feature_056,4,0.0025526483726866626,187,False
feature_057,4,0.0025526483726866626,159,False
feature_058,4,0.0025526483726866626,382,False
feature_190,4,0.0025526483726866626,1,True
feature_191,4,0.0025526483726866626,1,True
feature_192,4,0.0025526483726866626,1,True
feature_193,4,0.0025526483726866626,1,True
feature_194,4,0.0025526483726866626,1,True
feature_195,4,0.0025526483726866626,206,False
feature_326,4,0.0025526483726866626,1,True
feature_327,4,0.0025526483726866626,1,True
feature_328,4,0.0025526483726866626,1,True
feature_329,4,0.0025526483726866626,1,True
feature_330,4,0.0025526483726866626,1,True
feature_331,4,0.0025526483726866626,313,False
feature_462,4,0.0025526483726866626,1,True
feature_463,4,0.0025526483726866626,1,True
feature_464,4,0.0025526483726866626,1,True
feature_465,4,0.0025526483726866626,1,True
feature_466,4,0.0025526483726866626,1,True
feature_467,4,0.0025526483726866626,417,False
feature_013,3,0.0019144862795149968,1,True
feature_014,3,0.0019144862795149968,1555,False
feature_015,3,0.0019144862795149968,1561,False
feature_016,3,0.0019144862795149968,1477,False
feature_017,3,0.0019144862795149968,281,False
feature_018,3,0.0019144862795149968,1548,False
feature_149,3,0.0019144862795149968,1,True
feature_150,3,0.0019144862795149968,1443,False
feature_151,3,0.0019144862795149968,1498,False
feature_152,3,0.0019144862795149968,1394,False
feature_153,3,0.0019144862795149968,219,False
feature_154,3,0.0019144862795149968,1551,False
feature_284,3,0.0019144862795149968,1,True
feature_285,3,0.0019144862795149968,1527,False
feature_286,3,0.0019144862795149968,1540,False
feature_287,3,0.0019144862795149968,1076,False
feature_288,3,0.0019144862795149968,87,False
feature_289,3,0.0019144862795149968,1522,False
feature_422,3,0.0019144862795149968,1,True
feature_423,3,0.0019144862795149968,1563,False
feature_424,3,0.0019144862795149968,1529,False
feature_425,3,0.0019144862795149968,1540,False
feature_426,3,0.0019144862795149968,1481,False
feature_427,3,0.0019144862795149968,1538,False
feature_008,2,0.0012763241863433313,1208,False
feature_009,2,0.0012763241863433313,568,False
feature_010,2,0.0012763241863433313,392,False
feature_011,2,0.0012763241863433313,378,False
feature_012,2,0.0012763241863433313,1547,False
feature_021,2,0.0012763241863433313,1295,False
feature_022,2,0.0012763241863433313,1176,False
feature_023,2,0.0012763241863433313,1480,False
feature_024,2,0.0012763241863433313,1494,False
feature_025,2,0.0012763241863433313,704,False
feature_026,2,0.0012763241863433313,624,False
feature_027,2,0.0012763241863433313,1148,False
feature_028,2,0.0012763241863433313,869,False
feature_029,2,0.0012763241863433313,188,False
feature_030,2,0.0012763241863433313,842,False
feature_031,2,0.0012763241863433313,1275,False
feature_092,2,0.0012763241863433313,180,False
feature_093,2,0.0012763241863433313,174,False
feature_103,2,0.0012763241863433313,153,False
feature_104,2,0.0012763241863433313,55,False
feature_144,2,0.0012763241863433313,961,False
feature_145,2,0.0012763241863433313,656,False
feature_146,2,0.0012763241863433313,579,False
feature_147,2,0.0012763241863433313,294,False
feature_148,2,0.0012763241863433313,1551,False
feature_159,2,0.0012763241863433313,954,False
feature_160,2,0.0012763241863433313,744,False
feature_161,2,0.0012763241863433313,1411,False
feature_162,2,0.0012763241863433313,1325,False
feature_163,2,0.0012763241863433313,260,False
feature_164,2,0.0012763241863433313,219,False
feature_165,2,0.0012763241863433313,404,False
feature_166,2,0.0012763241863433313,62,False
feature_167,2,0.0012763241863433313,31,False
feature_168,2,0.0012763241863433313,207,False
feature_169,2,0.0012763241863433313,652,False
feature_227,2,0.0012763241863433313,329,False
feature_228,2,0.0012763241863433313,292,False
feature_238,2,0.0012763241863433313,93,False
feature_239,2,0.0012763241863433313,80,False
feature_279,2,0.0012763241863433313,541,False
feature_280,2,0.0012763241863433313,246,False
feature_281,2,0.0012763241863433313,227,False
feature_282,2,0.0012763241863433313,114,False
feature_283,2,0.0012763241863433313,1515,False
feature_294,2,0.0012763241863433313,1562,False
feature_295,2,0.0012763241863433313,1561,False
feature_296,2,0.0012763241863433313,1565,False
feature_297,2,0.0012763241863433313,1559,False
feature_298,2,0.0012763241863433313,725,False
feature_299,2,0.0012763241863433313,626,False
feature_300,2,0.0012763241863433313,967,False
feature_301,2,0.0012763241863433313,1134,False
feature_302,2,0.0012763241863433313,569,False
feature_303,2,0.0012763241863433313,509,False
feature_304,2,0.0012763241863433313,1105,False
feature_365,2,0.0012763241863433313,120,False
feature_366,2,0.0012763241863433313,107,False
feature_376,2,0.0012763241863433313,36,False
feature_377,2,0.0012763241863433313,31,False
feature_417,2,0.0012763241863433313,1551,False
feature_418,2,0.0012763241863433313,1051,False
feature_419,2,0.0012763241863433313,851,False
feature_420,2,0.0012763241863433313,1514,False
feature_421,2,0.0012763241863433313,1534,False
feature_430,2,0.0012763241863433313,1551,False
feature_431,2,0.0012763241863433313,1553,False
feature_432,2,0.0012763241863433313,1503,False
feature_433,2,0.0012763241863433313,1371,False
feature_434,2,0.0012763241863433313,1537,False
feature_435,2,0.0012763241863433313,1524,False
feature_436,2,0.0012763241863433313,1539,False
feature_437,2,0.0012763241863433313,1495,False
feature_438,2,0.0012763241863433313,967,False
feature_439,2,0.0012763241863433313,1550,False
feature_440,2,0.0012763241863433313,1557,False
feature_499,2,0.0012763241863433313,703,False
feature_500,2,0.0012763241863433313,648,False
feature_510,2,0.0012763241863433313,1498,False
feature_511,2,0.0012763241863433313,586,False
feature_542,2,0.0012763241863433313,102,False
feature_543,2,0.0012763241863433313,71,False
feature_544,2,0.0012763241863433313,21,False
feature_545,2,0.0012763241863433313,273,False
feature_032,1,0.0006381620931716656,338,False
feature_033,1,0.0006381620931716656,330,False
feature_034,1,0.0006381620931716656,329,False
feature_035,1,0.0006381620931716656,331,False
feature_036,1,0.0006381620931716656,330,False
feature_037,1,0.0006381620931716656,325,False
feature_038,1,0.0006381620931716656,329,False
feature_039,1,0.0006381620931716656,333,False
feature_042,1,0.0006381620931716656,1,True
feature_043,1,0.0006381620931716656,1523,False
feature_044,1,0.0006381620931716656,1376,False
feature_045,1,0.0006381620931716656,1520,False
feature_046,1,0.0006381620931716656,1562,False
feature_047,1,0.0006381620931716656,1341,False
feature_048,1,0.0006381620931716656,1486,False
feature_049,1,0.0006381620931716656,1,True
feature_050,1,0.0006381620931716656,1520,False
feature_051,1,0.0006381620931716656,1562,False
feature_052,1,0.0006381620931716656,1,True
feature_083,1,0.0006381620931716656,1506,False
feature_170,1,0.0006381620931716656,331,False
feature_171,1,0.0006381620931716656,306,False
feature_172,1,0.0006381620931716656,307,False
feature_173,1,0.0006381620931716656,319,False
feature_174,1,0.0006381620931716656,308,False
feature_175,1,0.0006381620931716656,327,False
feature_176,1,0.0006381620931716656,319,False
feature_177,1,0.0006381620931716656,250,False
feature_179,1,0.0006381620931716656,1,True
feature_180,1,0.0006381620931716656,890,False
feature_181,1,0.0006381620931716656,687,False
feature_182,1,0.0006381620931716656,905,False
feature_183,1,0.0006381620931716656,1508,False
feature_184,1,0.0006381620931716656,1054,False
feature_185,1,0.0006381620931716656,739,False
feature_186,1,0.0006381620931716656,1,True
feature_187,1,0.0006381620931716656,1015,False
feature_188,1,0.0006381620931716656,1550,False
feature_189,1,0.0006381620931716656,1,True
feature_218,1,0.0006381620931716656,1539,False
feature_305,1,0.0006381620931716656,314,False
feature_306,1,0.0006381620931716656,262,False
feature_307,1,0.0006381620931716656,286,False
feature_308,1,0.0006381620931716656,293,False
feature_309,1,0.0006381620931716656,290,False
feature_310,1,0.0006381620931716656,310,False
feature_311,1,0.0006381620931716656,276,False
feature_312,1,0.0006381620931716656,307,False
feature_315,1,0.0006381620931716656,1,True
feature_316,1,0.0006381620931716656,1533,False
feature_317,1,0.0006381620931716656,1160,False
feature_318,1,0.0006381620931716656,1535,False
feature_319,1,0.0006381620931716656,1550,False
feature_320,1,0.0006381620931716656,550,False
feature_321,1,0.0006381620931716656,1511,False
feature_322,1,0.0006381620931716656,1,True
feature_323,1,0.0006381620931716656,1536,False
feature_324,1,0.0006381620931716656,1560,False
feature_325,1,0.0006381620931716656,1,True
feature_356,1,0.0006381620931716656,1473,False
feature_441,1,0.0006381620931716656,325,False
feature_442,1,0.0006381620931716656,335,False
feature_443,1,0.0006381620931716656,330,False
feature_444,1,0.0006381620931716656,325,False
feature_445,1,0.0006381620931716656,329,False
feature_446,1,0.0006381620931716656,338,False
feature_447,1,0.0006381620931716656,317,False
feature_448,1,0.0006381620931716656,326,False
feature_451,1,0.0006381620931716656,1,True
feature_452,1,0.0006381620931716656,1518,False
feature_453,1,0.0006381620931716656,1550,False
feature_454,1,0.0006381620931716656,1555,False
feature_455,1,0.0006381620931716656,1527,False
feature_456,1,0.0006381620931716656,1551,False
feature_457,1,0.0006381620931716656,1547,False
feature_458,1,0.0006381620931716656,1,True
feature_459,1,0.0006381620931716656,1518,False
feature_460,1,0.0006381620931716656,1564,False
feature_461,1,0.0006381620931716656,1,True
feature_490,1,0.0006381620931716656,1562,False
feature_558,1,0.0006381620931716656,365,False
feature_559,1,0.0006381620931716656,399,False
feature_560,1,0.0006381620931716656,345,False
feature_561,1,0.0006381620931716656,414,False
feature_582,1,0.0006381620931716656,171,False
feature_583,1,0.0006381620931716656,227,False
feature_584,1,0.0006381620931716656,68,False
feature_585,1,0.0006381620931716656,1502,False
feature_586,1,0.0006381620931716656,322,False
feature_587,1,0.0006381620931716656,260,False
feature_588,1,0.0006381620931716656,120,False
feature_589,1,0.0006381620931716656,611,False
feature_020,0,0.0,552,False
feature_086,0,0.0,472,False
feature_087,0,0.0,249,False
feature_088,0,0.0,973,False
feature_113,0,0.0,468,False
feature_114,0,0.0,20,False
feature_115,0,0.0,1567,False
feature_116,0,0.0,136,False
feature_117,0,0.0,1527,False
feature_119,0,0.0,249,False
feature_120,0,0.0,1269,False
feature_156,0,0.0,722,False
feature_221,0,0.0,408,False
feature_222,0,0.0,178,False
feature_223,0,0.0,973,False
feature_248,0,0.0,426,False
feature_249,0,0.0,23,False
feature_250,0,0.0,1566,False
feature_251,0,0.0,143,False
feature_252,0,0.0,1533,False
feature_254,0,0.0,291,False
feature_255,0,0.0,1317,False
feature_291,0,0.0,354,False
feature_359,0,0.0,215,False
feature_360,0,0.0,97,False
feature_361,0,0.0,972,False
feature_386,0,0.0,191,False
feature_387,0,0.0,22,False
feature_388,0,0.0,1564,False
feature_389,0,0.0,92,False
feature_390,0,0.0,1458,False
feature_392,0,0.0,109,False
feature_393,0,0.0,953,False
feature_429,0,0.0,1542,False
feature_493,0,0.0,572,False
feature_494,0,0.0,894,False
feature_495,0,0.0,964,False
feature_520,0,0.0,1536,False
feature_521,0,0.0,9,False
feature_522,0,0.0,1562,False
feature_523,0,0.0,1040,False
feature_524,0,0.0,1543,False
feature_526,0,0.0,1514,False
feature_527,0,0.0,1549,False
feature_570,0,0.0,814,False
feature_571,0,0.0,811,False
feature_572,0,0.0,518,False
feature_573,0,0.0,754,False
feature_574,0,0.0,830,False
feature_575,0,0.0,599,False
feature_576,0,0.0,820,False
feature_577,0,0.0,851,False
