record_id,source_row,timestamp,observed_outcome,model_score_uncalibrated,review_at_10pct_budget,top_positive_associations,score_rank
record_1315,1315,2008-10-05 09:47:00,pass,0.3841012552046157,False,feature_071 (+1.02); feature_132 (+0.78); feature_488 (+0.50),33
record_1324,1324,2008-10-05 15:30:00,fail,0.36661918765788454,False,feature_132 (+1.31); feature_056 (+0.83); feature_349 (+0.77),34
record_1431,1431,2008-10-08 20:27:00,pass,0.34966615072862145,False,feature_060 (+1.16); feature_050 (+0.71); feature_043 (+0.68),35
record_1255,1255,2008-10-02 21:33:00,pass,0.34712300745139335,False,feature_132 (+1.12); feature_060 (+0.78); feature_354 (+0.74),36
record_1401,1401,2008-10-07 13:48:00,pass,0.3229219284394809,False,feature_060 (+0.66); feature_000 (+0.63); feature_050 (+0.54),37
record_1281,1281,2008-10-03 21:52:00,pass,0.32046353211701895,False,feature_071 (+1.28); feature_060 (+0.84); feature_132 (+0.82),38
record_1500,1500,2008-10-14 13:16:00,pass,0.31796578138463094,False,feature_053 (+0.49); feature_006 (+0.43); feature_558 (+0.39),39
record_1447,1447,2008-10-10 10:53:00,pass,0.2964200011116683,False,feature_132 (+0.59); feature_271 (+0.40); feature_216 (+0.34),40
record_1256,1256,2008-10-02 22:23:00,pass,0.29158581000696154,False,feature_071 (+0.94); feature_274 (+0.73); feature_060 (+0.66),41
record_1366,1366,2008-10-06 15:01:00,pass,0.27632182775041325,False,feature_344 (+0.61); feature_132 (+0.55); feature_460 (+0.47),42
record_1259,1259,2008-10-02 23:32:00,pass,0.2728930863512328,False,feature_132 (+1.31); feature_040 (+0.68); feature_423 (+0.54),43
record_1262,1262,2008-10-03 02:41:00,pass,0.26002006176518233,False,feature_132 (+1.12); feature_040 (+0.59); feature_060 (+0.51),44
record_1396,1396,2008-10-07 11:15:00,pass,0.24228031524241223,False,feature_071 (+0.86); feature_491 (+0.70); feature_365 (+0.66),45
record_1298,1298,2008-10-04 19:47:00,pass,0.23925053303449972,False,feature_306 (+0.75); feature_442 (+0.60); feature_588 (+0.49),46
record_1302,1302,2008-10-04 23:18:00,fail,0.23808136773035007,False,feature_132 (+1.24); feature_473 (+0.56); feature_099 (+0.48),47
record_1272,1272,2008-10-03 12:31:00,pass,0.23094917596603104,False,feature_132 (+1.24); feature_000 (+0.80); feature_133 (+0.42),48
record_1451,1451,2008-10-10 20:02:00,pass,0.22826993833432435,False,feature_491 (+1.85); feature_118 (+1.08); feature_060 (+0.56),49
record_1448,1448,2008-10-10 12:30:00,pass,0.22480341957567365,False,feature_132 (+0.59); feature_143 (+0.57); feature_416 (+0.53),50
record_1545,1545,2008-10-16 02:16:00,pass,0.22387937323701018,False,feature_473 (+0.86); feature_415 (+0.61); feature_056 (+0.55),51
record_1322,1322,2008-10-05 13:49:00,pass,0.21571830606682443,False,feature_071 (+1.16); feature_132 (+0.78); feature_099 (+0.45),52
record_1563,1563,2008-10-16 20:49:00,pass,0.21497561445766716,False,feature_365 (+0.72); feature_491 (+0.70); feature_271 (+0.65),53
record_1506,1506,2008-10-14 20:01:00,pass,0.2079950209301899,False,feature_000 (+0.57); feature_201 (+0.52); feature_488 (+0.50),54
record_1292,1292,2008-10-04 15:16:00,pass,0.20368828165317307,False,feature_348 (+1.03); feature_423 (+0.82); feature_277 (+0.72),55
record_1496,1496,2008-10-14 03:21:00,pass,0.20155439208667372,False,feature_060 (+0.69); feature_115 (+0.69); feature_124 (+0.59),56
record_1560,1560,2008-10-16 05:58:00,pass,0.19342381777418424,False,feature_270 (+2.51); feature_000 (+1.07); feature_132 (+0.70),57
record_1283,1283,2008-10-03 22:53:00,pass,0.18927976339189018,False,feature_099 (+0.84); feature_000 (+0.66); feature_491 (+0.55),58
record_1441,1441,2008-10-09 14:15:00,pass,0.18904587400132697,False,feature_053 (+7.44); feature_054 (+4.40); feature_040 (+0.64),59
record_1326,1326,2008-10-05 16:15:00,pass,0.18129911224087136,False,feature_132 (+0.87); feature_306 (+0.75); feature_115 (+0.73),60
record_1443,1443,2008-10-09 15:55:00,fail,0.17950979376967224,False,feature_071 (+0.92); feature_040 (+0.75); feature_132 (+0.72),61
record_1409,1409,2008-10-07 20:39:00,pass,0.17281733938704472,False,feature_060 (+0.59); feature_473 (+0.55); feature_388 (+0.54),62
record_1348,1348,2008-10-06 06:26:00,pass,0.1724927859847948,False,feature_000 (+0.62); feature_415 (+0.61); feature_132 (+0.59),63
record_1367,1367,2008-10-06 15:52:00,pass,0.1719684152994132,False,feature_071 (+1.17); feature_588 (+0.70); feature_040 (+0.63),64
record_1505,1505,2008-10-14 19:15:00,pass,0.16824021527535685,False,feature_132 (+0.80); feature_040 (+0.63); feature_133 (+0.54),65
record_1485,1485,2008-10-13 19:36:00,pass,0.1658747159144385,False,feature_040 (+0.63); feature_124 (+0.59); feature_354 (+0.51),66
record_1303,1303,2008-10-05 00:33:00,fail,0.16194337111591325,False,feature_473 (+1.38); feature_132 (+1.32); feature_000 (+0.73),67
record_1328,1328,2008-10-05 16:49:00,fail,0.15966458653628157,False,feature_129 (+0.58); feature_488 (+0.50); feature_582 (+0.47),68
record_1311,1311,2008-10-05 06:15:00,pass,0.15586421127967853,False,feature_071 (+1.18); feature_132 (+0.86); feature_306 (+0.75),69
record_1327,1327,2008-10-05 16:37:00,fail,0.15529898687158583,False,feature_129 (+0.88); feature_423 (+0.56); feature_216 (+0.55),70
record_1554,1554,2008-10-16 04:47:00,pass,0.15473638130946393,False,feature_053 (+0.70); feature_473 (+0.58); feature_133 (+0.55),71
record_1294,1294,2008-10-04 18:15:00,pass,0.1541441520862117,False,feature_132 (+1.24); feature_071 (+0.81); feature_473 (+0.46),72
record_1435,1435,2008-10-08 23:13:00,pass,0.14903230233385045,False,feature_473 (+1.10); feature_201 (+0.80); feature_132 (+0.72),73
record_1316,1316,2008-10-05 10:00:00,pass,0.14691085885635968,False,feature_132 (+0.78); feature_060 (+0.59); feature_563 (+0.56),74
record_1438,1438,2008-10-09 04:34:00,fail,0.14615788368569532,False,feature_486 (+0.60); feature_132 (+0.54); feature_201 (+0.51),75
record_1542,1542,2008-10-15 22:54:00,pass,0.14561164641130642,False,feature_133 (+0.57); feature_271 (+0.47); feature_423 (+0.46),76
record_1539,1539,2008-10-15 19:24:00,pass,0.1352093341406494,False,feature_473 (+1.28); feature_201 (+0.72); feature_040 (+0.67),77
record_1254,1254,2008-10-02 21:32:00,fail,0.13252111771435165,False,feature_132 (+1.12); feature_071 (+0.97); feature_040 (+0.68),78
record_1562,1562,2008-10-16 15:13:00,pass,0.13232249921532163,False,feature_274 (+0.99); feature_060 (+0.89); feature_043 (+0.56),79
record_1509,1509,2008-10-14 21:36:00,pass,0.13165397069632098,False,feature_132 (+0.71); feature_354 (+0.65); feature_102 (+0.48),80
record_1265,1265,2008-10-03 04:49:00,pass,0.1306818602364375,False,feature_040 (+0.68); feature_129 (+0.58); feature_132 (+0.54),81
record_1280,1280,2008-10-03 21:15:00,pass,0.12751680459832665,False,feature_132 (+1.24); feature_423 (+0.54); feature_115 (+0.48),82
record_1410,1410,2008-10-07 20:48:00,pass,0.1223759981599757,False,feature_132 (+0.54); feature_491 (+0.52); feature_053 (+0.45),83
record_1278,1278,2008-10-03 20:35:00,pass,0.12148062129086439,False,feature_129 (+0.58); feature_115 (+0.56); feature_132 (+0.54),84
record_1271,1271,2008-10-03 11:40:00,pass,0.110839657967978,False,feature_132 (+1.32); feature_354 (+0.52); feature_133 (+0.43),85
record_1376,1376,2008-10-06 20:02:00,pass,0.10847667181786291,False,feature_056 (+0.70); feature_354 (+0.65); feature_486 (+0.54),86
record_1261,1261,2008-10-03 00:55:00,pass,0.1027898770184895,False,feature_129 (+0.58); feature_473 (+0.56); feature_488 (+0.50),87
record_1515,1515,2008-10-15 01:52:00,pass,0.10187307238825084,False,feature_132 (+0.80); feature_133 (+0.54); feature_354 (+0.52),88
record_1276,1276,2008-10-03 20:11:00,pass,0.10174551844932885,False,feature_129 (+0.88); feature_060 (+0.72); feature_115 (+0.56),89
record_1360,1360,2008-10-06 12:39:00,pass,0.09737867968410857,False,feature_060 (+0.62); feature_132 (+0.53); feature_071 (+0.50),90
record_1557,1557,2008-10-16 05:08:00,pass,0.08959294660240182,False,feature_053 (+0.70); feature_133 (+0.55); feature_006 (+0.43),91
record_1474,1474,2008-10-13 03:53:00,pass,0.08488041926138333,False,feature_040 (+0.63); feature_124 (+0.57); feature_239 (+0.50),92
record_1301,1301,2008-10-04 22:06:00,pass,0.08368838295314045,False,feature_132 (+0.84); feature_000 (+0.63); feature_064 (+0.37),93
record_1285,1285,2008-10-04 00:58:00,pass,0.08275328377548856,False,feature_019 (+0.59); feature_060 (+0.55); feature_354 (+0.52),94
record_1269,1269,2008-10-03 08:35:00,pass,0.08191032691117182,False,feature_040 (+0.68); feature_388 (+0.52); feature_038 (+0.46),95
record_1486,1486,2008-10-13 19:40:00,pass,0.08105735768897417,False,feature_124 (+0.59); feature_488 (+0.50); feature_053 (+0.49),96
record_1392,1392,2008-10-07 09:59:00,pass,0.07679577119257747,False,feature_071 (+1.42); feature_060 (+0.86); feature_043 (+0.63),97
record_1306,1306,2008-10-05 04:01:00,pass,0.07553519853632328,False,feature_132 (+0.91); feature_344 (+0.59); feature_060 (+0.55),98
record_1514,1514,2008-10-15 01:52:00,pass,0.07374485477663524,False,feature_060 (+0.79); feature_132 (+0.72); feature_050 (+0.65),99
record_1531,1531,2008-10-15 13:14:00,pass,0.07360900834910887,False,feature_132 (+0.80); feature_133 (+0.54); feature_488 (+0.50),100
record_1361,1361,2008-10-06 12:42:00,pass,0.07019786621306032,False,feature_071 (+1.16); feature_050 (+0.65); feature_132 (+0.56),101
record_1345,1345,2008-10-06 05:21:00,pass,0.06706519906627505,False,feature_588 (+1.65); feature_060 (+0.68); feature_415 (+0.61),102
record_1394,1394,2008-10-07 10:10:00,pass,0.06551452514316418,False,feature_588 (+0.86); feature_354 (+0.65); feature_053 (+0.45),103
record_1358,1358,2008-10-06 10:07:00,pass,0.06548099709173932,False,feature_071 (+1.36); feature_060 (+0.66); feature_050 (+0.64),104
record_1379,1379,2008-10-06 21:46:00,pass,0.06497836200847396,False,feature_132 (+0.54); feature_365 (+0.53); feature_056 (+0.45),105
record_1432,1432,2008-10-08 21:19:00,pass,0.06453973034836796,False,feature_491 (+1.85); feature_056 (+0.48); feature_219 (+0.41),106
record_1300,1300,2008-10-04 20:39:00,pass,0.0645020437730048,False,feature_132 (+1.24); feature_000 (+0.71); feature_344 (+0.58),107
record_1289,1289,2008-10-04 04:12:00,pass,0.06258153608881241,False,feature_071 (+1.16); feature_132 (+0.86); feature_060 (+0.78),108
record_1495,1495,2008-10-14 00:35:00,pass,0.06070530521862835,False,feature_491 (+1.85); feature_118 (+0.93); feature_060 (+0.66),109
record_1288,1288,2008-10-04 03:53:00,pass,0.06041573954496196,False,feature_132 (+0.84); feature_056 (+0.70); feature_115 (+0.51),110
record_1511,1511,2008-10-15 00:03:00,pass,0.056944098564875346,False,feature_132 (+0.72); feature_060 (+0.63); feature_274 (+0.61),111
record_1440,1440,2008-10-09 07:38:00,pass,0.05582411333340416,False,feature_301 (+0.59); feature_201 (+0.53); feature_473 (+0.52),112
record_1547,1547,2008-10-16 02:17:00,pass,0.054467722558543236,False,feature_473 (+0.64); feature_201 (+0.52); feature_274 (+0.49),113
record_1297,1297,2008-10-04 19:12:00,pass,0.05244248367155517,False,feature_365 (+0.81); feature_277 (+0.68); feature_040 (+0.68),114
record_1279,1279,2008-10-03 20:46:00,pass,0.0508857771462838,False,feature_132 (+1.24); feature_201 (+1.15); feature_473 (+0.99),115
record_1540,1540,2008-10-15 21:44:00,pass,0.04999989991894036,False,feature_132 (+0.66); feature_274 (+0.61); feature_071 (+0.59),116
record_1340,1340,2008-10-06 02:49:00,pass,0.048762110021099675,False,feature_132 (+0.59); feature_201 (+0.48); feature_564 (+0.42),117
record_1494,1494,2008-10-13 22:54:00,pass,0.048604618661272934,False,feature_491 (+1.85); feature_124 (+0.59); feature_168 (+0.52),118
record_1312,1312,2008-10-05 08:02:00,pass,0.04655958213798968,False,feature_040 (+0.68); feature_060 (+0.65); feature_050 (+0.54),119
record_1359,1359,2008-10-06 11:51:00,pass,0.04596574667160153,False,feature_216 (+1.01); feature_071 (+0.73); feature_132 (+0.53),120
record_1407,1407,2008-10-07 19:24:00,pass,0.045537515998007906,False,feature_060 (+0.90); feature_354 (+0.73); feature_043 (+0.55),121
record_1549,1549,2008-10-16 02:55:00,pass,0.042277113594708364,False,feature_132 (+0.70); feature_033 (+0.65); feature_102 (+0.45),122
record_1332,1332,2008-10-05 20:12:00,pass,0.041114930249185715,False,feature_060 (+1.01); feature_050 (+0.66); feature_415 (+0.61),123
record_1552,1552,2008-10-16 04:02:00,pass,0.041067534389155044,False,feature_423 (+0.70); feature_133 (+0.55); feature_367 (+0.53),124
record_1299,1299,2008-10-04 19:54:00,pass,0.04058183880665055,False,feature_132 (+1.32); feature_216 (+0.79); feature_460 (+0.50),125
record_1330,1330,2008-10-05 18:59:00,pass,0.04047809385829826,False,feature_132 (+0.78); feature_277 (+0.55); feature_038 (+0.48),126
record_1532,1532,2008-10-15 13:16:00,pass,0.03983108223601338,False,feature_488 (+0.50); feature_274 (+0.49); feature_588 (+0.48),127
record_1487,1487,2008-10-13 20:10:00,pass,0.03900563812943729,False,feature_060 (+0.78); feature_124 (+0.59); feature_043 (+0.52),128
record_1329,1329,2008-10-05 18:46:00,fail,0.038786717888324135,False,feature_132 (+0.88); feature_274 (+0.78); feature_216 (+0.76),129
record_1398,1398,2008-10-07 11:36:00,pass,0.03664943616235102,False,feature_000 (+0.71); feature_060 (+0.54); feature_132 (+0.51),130
record_1559,1559,2008-10-16 05:44:00,pass,0.03479033907429315,False,feature_132 (+0.70); feature_060 (+0.57); feature_201 (+0.50),131
record_1293,1293,2008-10-04 16:58:00,pass,0.03450740238154444,False,feature_060 (+0.82); feature_277 (+0.72); feature_050 (+0.72),132
record_1334,1334,2008-10-05 22:13:00,pass,0.03423878447658124,False,feature_071 (+0.70); feature_132 (+0.52); feature_271 (+0.44),133
record_1313,1313,2008-10-05 08:40:00,pass,0.03411371708871422,False,feature_077 (+0.45); feature_201 (+0.45); feature_473 (+0.43),134
record_1444,1444,2008-10-09 15:56:00,pass,0.03367613931287453,False,feature_238 (+1.09); feature_239 (+0.98); feature_118 (+0.77),135
record_1253,1253,2008-10-02 20:54:00,pass,0.03337110160748574,False,feature_132 (+1.12); feature_306 (+0.75); feature_442 (+0.60),136
record_1373,1373,2008-10-06 18:54:00,pass,0.03327178284707834,False,feature_132 (+0.46); feature_491 (+0.39); feature_056 (+0.38),137
record_1321,1321,2008-10-05 12:17:00,pass,0.03201908483411237,False,feature_124 (+0.47); feature_000 (+0.47); feature_081 (+0.43),138
record_1412,1412,2008-10-08 05:35:00,pass,0.03180172946957278,False,feature_588 (+1.01); feature_423 (+0.64); feature_060 (+0.62),139
record_1318,1318,2008-10-05 11:05:00,pass,0.03166566239559235,False,feature_132 (+0.78); feature_060 (+0.52); feature_061 (+0.37),140
record_1498,1498,2008-10-14 03:35:00,pass,0.030184293782755185,False,feature_588 (+1.13); feature_124 (+0.81); feature_040 (+0.63),141
record_1381,1381,2008-10-06 22:37:00,pass,0.028309789306852233,False,feature_000 (+0.67); feature_132 (+0.54); feature_485 (+0.32),142
record_1378,1378,2008-10-06 20:47:00,pass,0.02619101751341578,False,feature_306 (+0.75); feature_060 (+0.62); feature_442 (+0.60),143
record_1414,1414,2008-10-08 06:25:00,pass,0.026056392068561925,False,feature_486 (+0.55); feature_354 (+0.53); feature_053 (+0.45),144
record_1497,1497,2008-10-14 03:28:00,pass,0.025634776290937716,False,feature_053 (+0.98); feature_124 (+0.59); feature_050 (+0.55),145
record_1277,1277,2008-10-03 20:26:00,pass,0.025576476027212323,False,feature_129 (+0.88); feature_060 (+0.78); feature_124 (+0.47),146
record_1369,1369,2008-10-06 16:50:00,pass,0.025467582631284617,False,feature_588 (+0.70); feature_132 (+0.55); feature_486 (+0.53),147
record_1417,1417,2008-10-08 07:16:00,pass,0.02514809173171474,False,feature_060 (+0.69); feature_132 (+0.56); feature_488 (+0.50),148
record_1499,1499,2008-10-14 13:13:00,pass,0.02494082241757299,False,feature_071 (+0.67); feature_274 (+0.61); feature_056 (+0.48),149
record_1548,1548,2008-10-16 02:22:00,pass,0.02402711434076845,False,feature_473 (+0.78); feature_115 (+0.73); feature_415 (+0.64),150
record_1357,1357,2008-10-06 09:57:00,pass,0.023819847980464732,False,feature_132 (+0.82); feature_486 (+0.59); feature_271 (+0.32),151
record_1377,1377,2008-10-06 20:36:00,pass,0.02320554663018455,False,feature_060 (+0.70); feature_415 (+0.61); feature_132 (+0.54),152
record_1520,1520,2008-10-15 03:24:00,pass,0.023119416717457174,False,feature_132 (+0.80); feature_201 (+0.54); feature_133 (+0.54),153
record_1325,1325,2008-10-05 15:35:00,fail,0.02296782641621264,False,feature_216 (+0.83); feature_129 (+0.58); feature_132 (+0.45),154
record_1287,1287,2008-10-04 02:36:00,pass,0.02234912487654968,False,feature_056 (+0.70); feature_491 (+0.52); feature_124 (+0.47),155
record_1541,1541,2008-10-15 22:45:00,pass,0.02216737810124634,False,feature_132 (+0.66); feature_060 (+0.49); feature_102 (+0.48),156
record_1527,1527,2008-10-15 08:21:00,pass,0.021498715222218506,False,feature_060 (+0.65); feature_274 (+0.61); feature_132 (+0.49),157
record_1558,1558,2008-10-16 05:13:00,pass,0.02087179132930777,False,feature_132 (+0.70); feature_344 (+0.54); feature_558 (+0.39),158
record_1266,1266,2008-10-03 05:01:00,pass,0.020339116453688324,False,feature_071 (+1.27); feature_060 (+0.63); feature_129 (+0.58),159
record_1428,1428,2008-10-08 17:31:00,pass,0.020080210754003108,False,feature_060 (+0.69); feature_132 (+0.56); feature_388 (+0.52),160
record_1391,1391,2008-10-07 09:20:00,pass,0.019904060720346776,False,feature_071 (+1.24); feature_132 (+0.51); feature_060 (+0.44),161
record_1296,1296,2008-10-04 18:59:00,pass,0.01905910248362398,False,feature_132 (+0.82); feature_274 (+0.77); feature_056 (+0.41),162
record_1335,1335,2008-10-06 00:41:00,pass,0.019013393015226802,False,feature_354 (+0.72); feature_060 (+0.62); feature_415 (+0.61),163
record_1333,1333,2008-10-05 20:30:00,pass,0.018833711534337626,False,feature_365 (+1.92); feature_060 (+0.60); feature_354 (+0.55),164
record_1415,1415,2008-10-08 07:10:00,pass,0.018758234856751904,False,feature_018 (+0.81); feature_491 (+0.71); feature_132 (+0.56),165
record_1522,1522,2008-10-15 05:13:00,pass,0.018584384735546987,False,feature_354 (+0.47); feature_488 (+0.38); feature_473 (+0.38),166
record_1528,1528,2008-10-15 09:11:00,pass,0.01673384844389298,False,feature_053 (+1.11); feature_274 (+0.99); feature_132 (+0.80),167
record_1508,1508,2008-10-14 20:48:00,pass,0.01618012784615474,False,feature_132 (+0.80); feature_133 (+0.54); feature_060 (+0.51),168
record_1546,1546,2008-10-16 02:16:00,pass,0.016125828554344326,False,feature_056 (+0.79); feature_415 (+0.61); feature_142 (+0.49),169
record_1339,1339,2008-10-06 02:44:00,pass,0.01582574680053506,False,feature_050 (+0.73); feature_415 (+0.61); feature_132 (+0.59),170
record_1388,1388,2008-10-07 08:25:00,pass,0.015725596271593367,False,feature_460 (+0.49); feature_132 (+0.42); feature_129 (+0.37),171
record_1484,1484,2008-10-13 19:17:00,pass,0.015616445742367738,False,feature_124 (+0.71); feature_099 (+0.67); feature_060 (+0.53),172
record_1337,1337,2008-10-06 01:27:00,pass,0.014852568146355402,False,feature_132 (+0.59); feature_060 (+0.57); feature_491 (+0.55),173
record_1305,1305,2008-10-05 01:35:00,pass,0.01472158813357128,False,feature_132 (+1.32); feature_274 (+0.78); feature_423 (+0.45),174
record_1273,1273,2008-10-03 18:45:00,pass,0.01456394710964067,False,feature_129 (+0.88); feature_056 (+0.70); feature_491 (+0.52),175
record_1512,1512,2008-10-15 00:27:00,pass,0.014394321813431457,False,feature_388 (+0.75); feature_040 (+0.75); feature_060 (+0.62),176
record_1341,1341,2008-10-06 03:31:00,pass,0.013744413807612764,False,feature_060 (+0.62); feature_132 (+0.59); feature_050 (+0.47),177
record_1317,1317,2008-10-05 10:43:00,pass,0.013737027441807336,False,feature_124 (+0.47); feature_354 (+0.45); feature_488 (+0.42),178
record_1482,1482,2008-10-13 15:42:00,pass,0.013721918828438989,False,feature_019 (+1.03); feature_124 (+0.71); feature_060 (+0.55),179
record_1503,1503,2008-10-14 14:43:00,pass,0.013586002561800762,False,feature_053 (+1.11); feature_054 (+0.63); feature_216 (+0.58),180
record_1386,1386,2008-10-07 07:32:00,pass,0.01337476066238125,False,feature_060 (+0.67); feature_132 (+0.46); feature_083 (+0.43),181
record_1393,1393,2008-10-07 10:04:00,pass,0.013186765455197603,False,feature_588 (+0.86); feature_056 (+0.70); feature_099 (+0.49),182
record_1295,1295,2008-10-04 18:25:00,pass,0.013036552911555633,False,feature_115 (+0.75); feature_216 (+0.69); feature_124 (+0.47),183
record_1518,1518,2008-10-15 02:40:00,pass,0.012762261412824183,False,feature_354 (+0.66); feature_388 (+0.55); feature_060 (+0.47),184
record_1389,1389,2008-10-07 08:26:00,pass,0.012719877380760972,False,feature_000 (+0.63); feature_060 (+0.62); feature_132 (+0.51),185
record_1483,1483,2008-10-13 16:13:00,pass,0.012569405502614938,False,feature_486 (+0.61); feature_124 (+0.54); feature_388 (+0.51),186
record_1342,1342,2008-10-06 03:50:00,fail,0.012294162938508966,False,feature_132 (+0.91); feature_491 (+0.55); feature_061 (+0.52),187
record_1464,1464,2008-10-11 23:16:00,pass,0.012201286644868017,False,feature_271 (+1.20); feature_344 (+0.59); feature_064 (+0.53),188
record_1493,1493,2008-10-13 22:48:00,pass,0.011951617961225144,False,feature_053 (+4.62); feature_054 (+2.63); feature_124 (+0.81),189
record_1336,1336,2008-10-06 01:25:00,pass,0.011396688048786413,False,feature_056 (+0.70); feature_129 (+0.65); feature_415 (+0.61),190
record_1455,1455,2008-10-11 02:55:00,pass,0.011380702522335686,False,feature_071 (+1.29); feature_216 (+0.74); feature_060 (+0.53),191
record_1504,1504,2008-10-14 17:36:00,pass,0.010634175966094804,False,feature_132 (+0.80); feature_133 (+0.54); feature_060 (+0.49),192
record_1402,1402,2008-10-07 14:35:00,pass,0.010369023094411485,False,feature_301 (+0.67); feature_050 (+0.63); feature_388 (+0.59),193
record_1365,1365,2008-10-06 15:00:00,fail,0.009992196054478642,False,feature_132 (+0.59); feature_201 (+0.53); feature_473 (+0.51),194
record_1405,1405,2008-10-07 17:28:00,pass,0.009942495170581527,False,feature_053 (+4.55); feature_054 (+2.70); feature_132 (+0.54),195
record_1426,1426,2008-10-08 16:26:00,pass,0.009911658657216656,False,feature_060 (+0.60); feature_274 (+0.45); feature_050 (+0.41),196
record_1436,1436,2008-10-08 23:50:00,pass,0.00956104416536294,False,feature_000 (+0.87); feature_060 (+0.62); feature_132 (+0.56),197
record_1371,1371,2008-10-06 17:26:00,pass,0.009538720546766695,False,feature_053 (+4.68); feature_054 (+2.54); feature_132 (+0.55),198
