feature,standardized_mean_shift,absolute_standardized_mean_shift,missing_rate_change
feature_415,0.4911998219221777,0.4911998219221777,0.016706401451802296
feature_071,0.47296627038338424,0.47296627038338424,-0.004788507581803671
feature_474,0.4688277575792576,0.4688277575792576,-0.00558659217877095
feature_480,-0.4662989474590654,0.4662989474590654,-0.004788507581803671
feature_082,-0.46044444309348764,0.46044444309348764,0.07643312101910828
feature_487,0.45425931042969453,0.45425931042969453,0.07643312101910828
feature_133,-0.4454400867466365,0.4454400867466365,0.005563717142552142
feature_277,0.4431400269935829,0.4431400269935829,0.016706401451802296
feature_547,-0.44153246471027013,0.44153246471027013,-0.18758800534767514
feature_317,0.4401978768822928,0.4401978768822928,-0.0007980845969672786
feature_054,-0.43676500684152175,0.43676500684152175,-0.0031923383878691143
feature_103,-0.4362487691849943,0.4362487691849943,-0.0015961691939345571
feature_014,0.43466347193914867,0.43466347193914867,0.009554140127388535
feature_181,0.4342879647715688,0.4342879647715688,-0.0007980845969672786
feature_544,-0.4334071853323814,0.4334071853323814,0.006369426751592357
feature_079,-0.4331395636827782,0.4331395636827782,0.07643312101910828
feature_123,-0.432938430798093,0.432938430798093,0.004765632545584863
feature_059,-0.4327547288711631,0.4327547288711631,-0.00558659217877095
feature_393,-0.43060794925602286,0.43060794925602286,0.0
feature_453,0.43049636415778186,0.43049636415778186,-0.0007980845969672786
feature_182,0.4298419272145198,0.4298419272145198,-0.0007980845969672786
feature_124,-0.42922667920023966,0.42922667920023966,0.004765632545584863
feature_412,0.42752202166189407,0.42752202166189407,0.016706401451802296
feature_175,-0.42730867508704135,0.42730867508704135,-0.0007980845969672786
feature_060,0.4259320045291988,0.4259320045291988,-0.004788507581803671
feature_446,-0.4211000019704474,0.4211000019704474,-0.0007980845969672786
feature_019,-0.4035058261323855,0.4035058261323855,-0.007980845969672785
feature_080,0.3968577013113245,0.3968577013113245,0.07643312101910828
feature_025,0.3901035603896155,0.3901035603896155,-0.0015961691939345571
feature_031,-0.3837793173734199,0.3837793173734199,-0.0015961691939345571
feature_142,0.3814009649686709,0.3814009649686709,0.016706401451802296
feature_527,-0.378161393233404,0.378161393233404,0.0
feature_078,0.3774747556473062,0.3774747556473062,0.07643312101910828
feature_555,-0.3763428919253987,0.3763428919253987,-0.18758800534767514
feature_255,-0.37502338638241417,0.37502338638241417,0.0
feature_048,-0.3726040912691973,0.3726040912691973,-0.0007980845969672786
feature_357,0.37186294806473347,0.37186294806473347,-0.009577015163607342
feature_377,-0.3588431225065593,0.3588431225065593,-0.0015961691939345571
feature_061,-0.3478291967953205,0.3478291967953205,-0.004788507581803671
feature_160,-0.3471887762444802,0.3471887762444802,-0.0015961691939345571
feature_029,-0.344589918294565,0.344589918294565,-0.0015961691939345571
feature_510,-0.3436207499758662,0.3436207499758662,-0.0015961691939345571
feature_388,0.3414506777433557,0.3414506777433557,0.0
feature_491,0.33809892867356905,0.33809892867356905,-0.009577015163607342
feature_030,-0.3364499485354772,0.3364499485354772,-0.0015961691939345571
feature_027,0.3328930739007315,0.3328930739007315,-0.0015961691939345571
feature_134,0.3307426287893732,0.3307426287893732,0.005563717142552142
feature_295,-0.32987323891179804,0.32987323891179804,-0.0015961691939345571
feature_428,0.3269001997505261,0.3269001997505261,-0.007980845969672785
feature_454,0.32657449642414993,0.32657449642414993,-0.0007980845969672786
feature_250,0.3254441314508786,0.3254441314508786,0.0
feature_219,0.32508644517726465,0.32508644517726465,-0.009577015163607342
feature_130,-0.32447661765126107,0.32447661765126107,0.004765632545584863
feature_301,0.32122613464719263,0.32122613464719263,-0.0015961691939345571
feature_312,-0.31874171122073075,0.31874171122073075,-0.0007980845969672786
feature_247,-0.31541453964987837,0.31541453964987837,0.5963293191880887
feature_043,0.31398780608332677,0.31398780608332677,-0.0007980845969672786
feature_081,-0.31282302981029614,0.31282302981029614,0.07643312101910828
feature_468,0.3103302436757419,0.3103302436757419,-0.00558659217877095
feature_354,-0.3086247502152447,0.3086247502152447,0.07643312101910828
feature_484,-0.3064381312183953,0.3064381312183953,0.07643312101910828
feature_448,-0.30578488718652713,0.30578488718652713,-0.0007980845969672786
feature_177,-0.30351504891372905,0.30351504891372905,-0.0007980845969672786
feature_129,0.299768994207739,0.299768994207739,0.004765632545584863
feature_476,-0.29962941913755864,0.29962941913755864,-0.004788507581803671
feature_519,-0.2984845253019658,0.2984845253019658,0.5963293191880887
feature_411,-0.297427391390832,0.297427391390832,0.016706401451802296
feature_433,0.2956689182707987,0.2956689182707987,-0.0015961691939345571
feature_577,0.29283021431146844,0.29283021431146844,0.0
feature_539,0.29209622806807206,0.29209622806807206,0.005563717142552142
feature_138,-0.289190328802843,0.289190328802843,0.016706401451802296
feature_040,0.2876860109301621,0.2876860109301621,-0.019154030327214685
feature_423,-0.28649300299853386,0.28649300299853386,0.009554140127388535
feature_063,-0.28612512884589897,0.28612512884589897,-0.00558659217877095
feature_470,0.28159470386364355,0.28159470386364355,-0.004788507581803671
feature_588,0.2808979153449393,0.2808979153449393,-0.0007980845969672786
feature_087,0.2738753749224532,0.2738753749224532,0.0
feature_155,0.273410089588405,0.273410089588405,-0.007980845969672785
feature_587,0.27167299979391923,0.27167299979391923,-0.0007980845969672786
feature_239,-0.26858935186401306,0.26858935186401306,-0.0015961691939345571
feature_552,-0.26617232449802436,0.26617232449802436,-0.18758800534767514
feature_011,0.2652861581925511,0.2652861581925511,0.006369426751592357
feature_166,0.2620253197051958,0.2620253197051958,-0.0015961691939345571
feature_198,0.2595162650371546,0.2595162650371546,-0.004788507581803671
feature_113,0.25853952721959406,0.25853952721959406,0.0
feature_522,0.25837162533548147,0.25837162533548147,0.0
feature_385,-0.2582207142074189,0.2582207142074189,0.5963293191880887
feature_212,-0.25672553240266854,0.25672553240266854,0.07643312101910828
feature_549,-0.2563344378824666,0.2563344378824666,-0.18758800534767514
feature_072,0.2528697004155417,0.2528697004155417,0.2425363840159413
feature_589,0.2503702124921913,0.2503702124921913,-0.0007980845969672786
feature_572,0.24863620172316855,0.24863620172316855,0.0
feature_416,-0.24464442713526732,0.24464442713526732,0.0007828345728214071
feature_431,-0.24002311472893315,0.24002311472893315,-0.0015961691939345571
feature_083,0.2382226669545698,0.2382226669545698,0.0031847133757961785
feature_483,0.2376032400605007,0.2376032400605007,0.07643312101910828
feature_350,-0.23737534297577917,0.23737534297577917,0.07643312101910828
feature_485,0.23717859104470437,0.23717859104470437,0.07643312101910828
feature_310,-0.23646689869098875,0.23646689869098875,-0.0007980845969672786
feature_280,0.23615456268946736,0.23615456268946736,0.006369426751592357
feature_115,0.23445222976091437,0.23445222976091437,0.0
feature_405,0.2342629061517935,0.2342629061517935,0.005563717142552142
feature_041,-0.2333257261804228,0.2333257261804228,-0.019154030327214685
feature_216,-0.2299109785552777,0.2299109785552777,0.07643312101910828
feature_334,0.2287805999615571,0.2287805999615571,-0.004788507581803671
feature_143,-0.22828909526044033,0.22828909526044033,0.0007828345728214071
feature_564,0.22299238408274621,0.22299238408274621,-0.2138942969993036
feature_576,0.2186807959811221,0.2186807959811221,0.0
feature_574,0.218363715148842,0.218363715148842,0.0
feature_267,0.2174831514920343,0.2174831514920343,0.005563717142552142
feature_558,0.2147930133649039,0.2147930133649039,-0.0007980845969672786
feature_323,-0.21334113376739058,0.21334113376739058,-0.0007980845969672786
feature_125,0.2132739328455048,0.2132739328455048,0.004765632545584863
feature_586,-0.21133648560935153,0.21133648560935153,-0.0007980845969672786
feature_297,0.2112738859824654,0.2112738859824654,-0.0015961691939345571
feature_162,0.20861605357498922,0.20861605357498922,-0.0015961691939345571
feature_331,-0.20859765880370765,0.20859765880370765,-0.0031923383878691143
feature_566,0.19518545760124661,0.19518545760124661,-0.2138942969993036
feature_100,0.19330131999697947,0.19330131999697947,-0.004788507581803671
feature_459,-0.19302709621423877,0.19302709621423877,-0.0007980845969672786
feature_278,-0.1922950647269955,0.1922950647269955,0.0007828345728214071
feature_018,-0.19162778463122487,0.19162778463122487,0.009554140127388535
feature_208,-0.1906896604022327,0.1906896604022327,-0.004788507581803671
feature_490,-0.19047357721614563,0.19047357721614563,0.0031847133757961785
feature_355,0.1882118894313523,0.1882118894313523,0.07643312101910828
feature_344,-0.18452435068192727,0.18452435068192727,-0.004788507581803671
feature_093,0.1823705592752277,0.1823705592752277,-0.0015961691939345571
feature_200,-0.17968281072192213,0.17968281072192213,-0.00558659217877095
feature_096,-0.17780974895998297,0.17780974895998297,-0.004788507581803671
feature_438,0.177558236628393,0.177558236628393,-0.0015961691939345571
feature_187,-0.17687745103985403,0.17687745103985403,-0.0007980845969672786
feature_106,-0.1762696014471207,0.1762696014471207,-0.004788507581803671
feature_302,0.17611521974938676,0.17611521974938676,-0.0015961691939345571
feature_167,0.17257509463235718,0.17257509463235718,-0.0015961691939345571
feature_037,-0.17122982324587124,0.17122982324587124,-0.0007980845969672786
feature_094,0.16843387229993223,0.16843387229993223,-0.004788507581803671
feature_568,0.1678442116235119,0.1678442116235119,-0.2138942969993036
feature_217,0.16740909882934163,0.16740909882934163,0.07643312101910828
feature_089,-0.16657756103742055,0.16657756103742055,0.1624203821656051
feature_012,-0.16634515849881207,0.16634515849881207,0.006369426751592357
feature_146,0.1658729223725863,0.1658729223725863,0.006369426751592357
feature_024,-0.165554110271727,0.165554110271727,-0.0015961691939345571
feature_270,-0.16521452688588703,0.16521452688588703,-0.0039904229848363925
feature_126,-0.16347910203851582,0.16347910203851582,0.004765632545584863
feature_210,-0.16332994024605296,0.16332994024605296,0.07643312101910828
feature_309,-0.16326970606520627,0.16326970606520627,-0.0007980845969672786
feature_488,-0.16304467463021302,0.16304467463021302,0.07643312101910828
feature_307,-0.16292289437923807,0.16292289437923807,-0.0007980845969672786
feature_290,0.16032760253484857,0.16032760253484857,-0.007980845969672785
feature_128,0.16026146102256694,0.16026146102256694,0.004765632545584863
feature_086,0.1595435876522724,0.1595435876522724,0.0
feature_496,0.15857971866793635,0.15857971866793635,0.1624203821656051
feature_218,-0.15625446941805107,0.15625446941805107,0.0031847133757961785
feature_365,-0.15542651026186202,0.15542651026186202,-0.0015961691939345571
feature_475,-0.15313888108518675,0.15313888108518675,-0.004788507581803671
feature_296,-0.15280107639901644,0.15280107639901644,-0.0015961691939345571
feature_443,-0.15251710942624563,0.15251710942624563,-0.0007980845969672786
feature_227,-0.15232439594698036,0.15232439594698036,-0.0015961691939345571
feature_145,0.14952190419906403,0.14952190419906403,0.006369426751592357
feature_437,0.1488715188959157,0.1488715188959157,-0.0015961691939345571
feature_021,0.14820616596706618,0.14820616596706618,-0.0015961691939345571
feature_161,-0.1479013674630945,0.1479013674630945,-0.0015961691939345571
feature_174,-0.14727142887129627,0.14727142887129627,-0.0007980845969672786
feature_172,-0.14707409222969134,0.14707409222969134,-0.0007980845969672786
feature_213,-0.14678779511153042,0.14678779511153042,0.07643312101910828
feature_168,0.14564786480167688,0.14564786480167688,-0.0015961691939345571
feature_351,-0.14551530190069334,0.14551530190069334,0.07643312101910828
feature_203,-0.14532857763240703,0.14532857763240703,-0.004788507581803671
feature_392,-0.1442105254725124,0.1442105254725124,0.0
feature_445,-0.14398197193786572,0.14398197193786572,-0.0007980845969672786
feature_439,0.13974224466197505,0.13974224466197505,-0.0015961691939345571
feature_356,-0.13800179459097303,0.13800179459097303,0.0031847133757961785
feature_197,0.1379812700079479,0.1379812700079479,-0.004788507581803671
feature_196,0.13760795214129035,0.13760795214129035,-0.00558659217877095
feature_434,-0.13547680201811943,0.13547680201811943,-0.0015961691939345571
feature_541,-0.13176997797729378,0.13176997797729378,0.005563717142552142
feature_108,0.12981037416445365,0.12981037416445365,-0.004788507581803671
feature_299,-0.12959362905765465,0.12959362905765465,-0.0015961691939345571
feature_065,0.12958166618162237,0.12958166618162237,-0.00558659217877095
feature_015,0.12704426764157636,0.12704426764157636,0.009554140127388535
feature_436,-0.1267765504296098,0.1267765504296098,-0.0015961691939345571
feature_281,0.1266500793510342,0.1266500793510342,0.006369426751592357
feature_273,-0.12655016039103312,0.12655016039103312,0.016706401451802296
feature_104,-0.1265110863191995,0.1265110863191995,-0.0015961691939345571
feature_099,0.126061003732134,0.126061003732134,-0.004788507581803671
feature_164,-0.12545954680678287,0.12545954680678287,-0.0015961691939345571
feature_303,0.12393533556597244,0.12393533556597244,-0.0015961691939345571
feature_391,0.12364116614389363,0.12364116614389363,0.07643312101910828
feature_435,-0.12264010889289076,0.12264010889289076,-0.0015961691939345571
feature_546,-0.1224929556959077,0.1224929556959077,-0.18758800534767514
feature_017,0.12099695392279948,0.12099695392279948,0.009554140127388535
feature_554,-0.11888622216745386,0.11888622216745386,-0.18758800534767514
feature_366,-0.1173627627287433,0.1173627627287433,-0.0015961691939345571
feature_500,-0.11594929876915756,0.11594929876915756,-0.0015961691939345571
feature_254,-0.1154886400648259,0.1154886400648259,0.0
feature_526,-0.11535715297628678,0.11535715297628678,0.0
feature_032,-0.11534867121645602,0.11534867121645602,-0.0007980845969672786
feature_469,0.11293492307697373,0.11293492307697373,-0.004788507581803671
feature_430,-0.11230469622490623,0.11230469622490623,-0.0015961691939345571
feature_092,-0.11201270653181562,0.11201270653181562,-0.0015961691939345571
feature_472,0.11095406713875416,0.11095406713875416,-0.00558659217877095
feature_367,-0.10897691365144302,0.10897691365144302,-0.004788507581803671
feature_339,-0.10827080421088554,0.10827080421088554,-0.004788507581803671
feature_418,0.108015220738596,0.108015220738596,0.006369426751592357
feature_035,-0.10573076147044355,0.10573076147044355,-0.0007980845969672786
feature_493,-0.10553104350457411,0.10553104350457411,0.0
feature_550,-0.10552437493628622,0.10552437493628622,-0.18758800534767514
feature_540,0.10520459484785936,0.10520459484785936,0.005563717142552142
feature_511,0.10374970978583553,0.10374970978583553,-0.0015961691939345571
feature_573,0.10358794814495384,0.10358794814495384,0.0
feature_090,0.10200290233531288,0.10200290233531288,0.1624203821656051
feature_118,-0.10173681929055454,0.10173681929055454,0.07643312101910828
feature_211,-0.10140426173729371,0.10140426173729371,0.07643312101910828
feature_033,-0.1011617953743431,0.1011617953743431,-0.0007980845969672786
feature_105,0.10093015363018343,0.10093015363018343,-0.004788507581803671
feature_294,-0.10087845775238358,0.10087845775238358,-0.0015961691939345571
feature_268,0.10038058080532558,0.10038058080532558,0.005563717142552142
feature_348,-0.1003342442838291,0.1003342442838291,0.07643312101910828
feature_560,0.09925772749471819,0.09925772749471819,-0.0007980845969672786
feature_044,-0.09714901217189668,0.09714901217189668,-0.0007980845969672786
feature_553,-0.09706392139185617,0.09706392139185617,-0.18758800534767514
feature_460,-0.096856655592728,0.096856655592728,-0.0007980845969672786
feature_298,-0.09666916138007346,0.09666916138007346,-0.0015961691939345571
feature_349,-0.0963056306996051,0.0963056306996051,0.07643312101910828
feature_346,-0.09587876049134005,0.09587876049134005,0.2425363840159413
feature_345,-0.09571488023968014,0.09571488023968014,0.2425363840159413
feature_228,-0.09493749869037423,0.09493749869037423,-0.0015961691939345571
feature_289,0.09404553102475163,0.09404553102475163,0.009554140127388535
feature_154,0.09354788509141743,0.09354788509141743,0.009554140127388535
feature_009,0.09316717928221988,0.09316717928221988,0.006369426751592357
feature_221,-0.09280088347776422,0.09280088347776422,0.0
feature_195,-0.09266297797428104,0.09266297797428104,-0.0031923383878691143
feature_582,-0.09042571103999154,0.09042571103999154,-0.0007980845969672786
feature_159,-0.08954667133097202,0.08954667133097202,-0.0015961691939345571
feature_425,-0.08875109676238138,0.08875109676238138,0.009554140127388535
feature_333,0.08861711692985424,0.08861711692985424,-0.004788507581803671
feature_556,-0.08803677185664373,0.08803677185664373,-0.18758800534767514
feature_073,-0.0878736229645309,0.0878736229645309,0.2425363840159413
feature_003,0.08734690216706537,0.08734690216706537,0.016706401451802296
feature_332,0.08716320181237994,0.08716320181237994,-0.00558659217877095
feature_343,-0.08684681176947827,0.08684681176947827,-0.004788507581803671
feature_156,-0.0866915615447926,0.0866915615447926,0.0
feature_551,-0.0864595237809504,0.0864595237809504,-0.18758800534767514
feature_238,-0.0860484209293858,0.0860484209293858,-0.0015961691939345571
feature_427,0.08580568922538537,0.08580568922538537,0.009554140127388535
feature_163,-0.08482785735105945,0.08482785735105945,-0.0015961691939345571
feature_575,0.08439329104157105,0.08439329104157105,0.0
feature_479,-0.08370793729887355,0.08370793729887355,-0.004788507581803671
feature_127,0.08279717178212405,0.08279717178212405,0.004765632545584863
feature_088,-0.08201297270717571,0.08201297270717571,0.0
feature_136,0.0816396868245893,0.0816396868245893,-0.004788507581803671
feature_429,-0.08122046528965758,0.08122046528965758,0.0
feature_269,-0.08095179570925855,0.08095179570925855,0.005563717142552142
feature_570,0.07890924659714887,0.07890924659714887,0.0
feature_291,-0.07878009101354101,0.07878009101354101,0.0
feature_486,-0.07874125981385442,0.07874125981385442,0.07643312101910828
feature_467,-0.07856852991223891,0.07856852991223891,-0.0031923383878691143
feature_409,0.07795315816293635,0.07795315816293635,-0.004788507581803671
feature_376,-0.07710241136533562,0.07710241136533562,-0.0015961691939345571
feature_286,0.07685728819183774,0.07685728819183774,0.009554140127388535
feature_563,-0.07607757075627346,0.07607757075627346,-0.2138942969993036
feature_253,0.07593699962187285,0.07593699962187285,0.07643312101910828
feature_091,0.07381406911873196,0.07381406911873196,-0.004788507581803671
feature_272,0.07327548885356391,0.07327548885356391,-0.00558659217877095
feature_047,-0.07298560574263226,0.07298560574263226,-0.0007980845969672786
feature_282,-0.07286902232572422,0.07286902232572422,0.006369426751592357
feature_525,0.0722749233218273,0.0722749233218273,0.07643312101910828
feature_107,-0.07022993749730917,0.07022993749730917,-0.004788507581803671
feature_420,-0.0698210942501361,0.0698210942501361,0.006369426751592357
feature_147,-0.06953969849170434,0.06953969849170434,0.006369426751592357
feature_368,-0.06952278689713809,0.06952278689713809,-0.004788507581803671
feature_101,0.06949139790501774,0.06949139790501774,-0.004788507581803671
feature_119,0.06817957475582236,0.06817957475582236,0.0
feature_207,-0.06784952855189794,0.06784952855189794,-0.004788507581803671
feature_150,0.06692461275424279,0.06692461275424279,0.009554140127388535
feature_098,0.06668792724643323,0.06668792724643323,-0.004788507581803671
feature_137,0.0649509265386069,0.0649509265386069,-0.00558659217877095
feature_407,-0.06454772970155842,0.06454772970155842,0.005563717142552142
feature_424,0.06311411324853311,0.06311411324853311,0.009554140127388535
feature_419,-0.060540785444586916,0.060540785444586916,0.006369426751592357
feature_285,0.05844039594693734,0.05844039594693734,0.009554140127388535
feature_489,-0.058349918984023356,0.058349918984023356,0.07643312101910828
feature_324,-0.0574602657442707,0.0574602657442707,-0.0007980845969672786
feature_188,-0.05745118176522141,0.05745118176522141,-0.0007980845969672786
feature_561,-0.05703963876672735,0.05703963876672735,-0.0007980845969672786
feature_039,0.0570222599313775,0.0570222599313775,-0.0007980845969672786
feature_151,0.05658075181358946,0.05658075181358946,0.009554140127388535
feature_055,0.05536274772410174,0.05536274772410174,-0.0031923383878691143
feature_410,0.05438812693557252,0.05438812693557252,-0.00558659217877095
feature_361,0.05406455607653891,0.05406455607653891,0.0
feature_456,0.05325090753394883,0.05325090753394883,-0.0007980845969672786
feature_557,-0.05225806249775814,0.05225806249775814,-0.18758800534767514
feature_064,0.05150188925412739,0.05150188925412739,-0.00558659217877095
feature_432,-0.05018708146394655,0.05018708146394655,-0.0015961691939345571
feature_026,0.05008056659312788,0.05008056659312788,-0.0015961691939345571
feature_477,-0.04969259883310042,0.04969259883310042,-0.004788507581803671
feature_131,-0.048559887589698585,0.048559887589698585,0.004765632545584863
feature_095,0.04826947026862034,0.04826947026862034,-0.004788507581803671
feature_205,-0.047727002123223956,0.047727002123223956,-0.004788507581803671
feature_523,-0.04717815651778338,0.04717815651778338,0.0
feature_300,-0.04706744024269217,0.04706744024269217,-0.0015961691939345571
feature_067,-0.04691376451245248,0.04691376451245248,-0.004788507581803671
feature_251,-0.04687311776200778,0.04687311776200778,0.0
feature_010,-0.04608953523353894,0.04608953523353894,0.006369426751592357
feature_567,0.0457415886517164,0.0457415886517164,-0.2138942969993036
feature_389,-0.045687855943424935,0.045687855943424935,0.0
feature_112,0.04530149784853688,0.04530149784853688,0.5963293191880887
feature_271,0.04513977276448211,0.04513977276448211,-0.004788507581803671
feature_569,0.04462599526996348,0.04462599526996348,-0.2138942969993036
feature_288,-0.044475512978570754,0.044475512978570754,0.009554140127388535
feature_341,-0.04441797976068116,0.04441797976068116,-0.004788507581803671
feature_225,0.0423261035958211,0.0423261035958211,0.1624203821656051
feature_199,0.04224426476546466,0.04224426476546466,-0.004788507581803671
feature_135,-0.04172586469621244,0.04172586469621244,-0.0039904229848363925
feature_020,-0.041601493663360654,0.041601493663360654,0.0
feature_471,0.04155140957490341,0.04155140957490341,-0.004788507581803671
feature_426,-0.041521745925811045,0.041521745925811045,0.009554140127388535
feature_057,0.04082264162344993,0.04082264162344993,-0.0031923383878691143
feature_363,0.04070870786794066,0.04070870786794066,0.1624203821656051
feature_051,0.03966102326718045,0.03966102326718045,-0.0007980845969672786
feature_114,-0.03906208703453972,0.03906208703453972,0.0
feature_223,0.03849531318650208,0.03849531318650208,0.0
feature_495,0.03825872895746476,0.03825872895746476,0.0
feature_001,0.0382294554937465,0.0382294554937465,-0.00558659217877095
feature_102,-0.03742686072139805,0.03742686072139805,-0.004788507581803671
feature_184,0.03678916887066686,0.03678916887066686,-0.0007980845969672786
feature_153,-0.03639012063772624,0.03639012063772624,0.009554140127388535
feature_482,-0.03615299635687805,0.03615299635687805,0.07643312101910828
feature_002,0.03602977623058306,0.03602977623058306,0.016706401451802296
feature_308,-0.03558863239513737,0.03558863239513737,-0.0007980845969672786
feature_524,-0.03478189771526006,0.03478189771526006,0.0
feature_152,-0.0339395618386659,0.0339395618386659,0.009554140127388535
feature_408,-0.03355039082166622,0.03355039082166622,-0.0039904229848363925
feature_287,-0.033307281271555945,0.033307281271555945,0.009554140127388535
feature_387,-0.030634847276620487,0.030634847276620487,0.0
feature_497,0.030423761150536806,0.030423761150536806,0.1624203821656051
feature_249,-0.030052501253094714,0.030052501253094714,0.0
feature_390,-0.029755915294539477,0.029755915294539477,0.0
feature_252,-0.029327325793269996,0.029327325793269996,0.0
feature_068,0.029075333930998107,0.029075333930998107,-0.004788507581803671
feature_075,0.02800209263782805,0.02800209263782805,0.07643312101910828
feature_084,0.02797063910426039,0.02797063910426039,-0.009577015163607342
feature_386,0.027418846626094312,0.027418846626094312,0.0
feature_520,0.026760329051556196,0.026760329051556196,0.0
feature_176,-0.02549030708579767,0.02549030708579767,-0.0007980845969672786
feature_165,-0.02548733861554212,0.02548733861554212,-0.0015961691939345571
feature_320,0.024469588345922937,0.024469588345922937,-0.0007980845969672786
feature_340,-0.02225333962180355,0.02225333962180355,-0.004788507581803671
feature_335,0.02151283764233687,0.02151283764233687,-0.004788507581803671
feature_116,0.02036521800408653,0.02036521800408653,0.0
feature_248,0.020134733360876855,0.020134733360876855,0.0
feature_584,-0.01997878993690169,0.01997878993690169,-0.0007980845969672786
feature_224,0.01922560771067001,0.01922560771067001,0.1624203821656051
feature_185,-0.019156711806640723,0.019156711806640723,-0.0007980845969672786
feature_362,0.018147663377171122,0.018147663377171122,0.1624203821656051
feature_360,-0.0170653856940335,0.0170653856940335,0.0
feature_034,0.016350088123393704,0.016350088123393704,-0.0007980845969672786
feature_036,-0.016346163677931968,0.016346163677931968,-0.0007980845969672786
feature_447,-0.016080519744322317,0.016080519744322317,-0.0007980845969672786
feature_016,-0.01584476024462458,0.01584476024462458,0.009554140127388535
feature_559,-0.015045161330206114,0.015045161330206114,-0.0007980845969672786
feature_521,0.01401950531396466,0.01401950531396466,0.0
feature_321,-0.013596276709282125,0.013596276709282125,-0.0007980845969672786
feature_023,-0.0132350426831886,0.0132350426831886,-0.0015961691939345571
feature_421,0.01306106976313264,0.01306106976313264,0.006369426751592357
feature_406,0.012668250138167034,0.012668250138167034,0.005563717142552142
feature_173,-0.012510532054933543,0.012510532054933543,-0.0007980845969672786
feature_565,0.012188321595410011,0.012188321595410011,-0.2138942969993036
